Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,2,2,7,5,7,12,9,5,4,5,5,8,11,10,3,2,2
Laborable,Vuelta,[37] Okendo 5,,,,,,,,0,3,5,6,8,9,10,5,8,9,8,11,22,23,11,3,0
Sabado,Ida,[34] Boulevard 17 (L5-25),34,,,,,,23,14,29,32,49,75,96,182,188,91,94,77,85,122,203,208,172,80
Sabado,Ida,[35] Londres (L5-25-33-40),34,,,,,,7,8,14,28,35,32,84,130,95,47,53,40,51,81,109,94,68,145
Sabado,Ida,[36] La Perla,8,,,,,,3,2,3,2,3,5,10,18,18,8,6,11,8,10,17,16,11,5
Sabado,Ida,[55] Matia,1,,,,,,,,1,1,2,4,7,10,14,6,4,2,6,7,5,2,2,5
Sabado,Ida,[54] Benta Berri,3,,,,,,0,0,1,2,4,7,10,10,9,4,1,3,3,3,5,2,2,1
Sabado,Ida,[53] R.M. Azkue,,,,,,,,,1,1,2,4,2,5,2,1,1,1,,1,1,1,1,1
Sabado,Ida,[52] Zarautz 60,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,0
Sabado,Ida,[51] Zarautz 90,,,,,,,,,,0,,,,,,,0,1,0,,0,,,
Sabado,Ida,[269] Avda Zarauz 122,,,,,,,,,,,4,0,0,1,,,,,2,,,,,
Sabado,Vuelta,[47] Errotaburu 5,6,,,,,,1,1,6,16,28,39,28,18,11,14,28,38,34,49,24,35,37,7
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),2,,,,,,,2,5,13,15,26,14,13,7,12,13,24,26,27,21,25,11,6
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),4,,,,,,1,4,8,15,26,49,51,28,15,13,28,62,72,67,39,50,28,5
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),7,,,,,,,0,2,9,22,38,29,14,12,12,26,50,42,46,33,44,41,13
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),8,,,,,,1,1,9,28,59,95,89,44,31,32,69,99,130,108,87,82,26,8
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),2,,,,,,0,1,7,22,50,62,73,36,31,26,43,76,101,109,97,57,27,14
Sabado,Vuelta,[41] Esklabak (L5-25-35),2,,,,,,1,2,6,17,24,66,51,34,20,19,36,57,62,71,43,34,16,6
Sabado,Vuelta,[40] Ondarreta (L5-25 ),6,1,,,,,0,2,4,12,26,41,62,46,40,19,34,64,79,74,105,55,19,13
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,,2,2,4,4,6,4,2,3,8,7,11,10,25,1,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,0,1,1,7,8,8,3,3,1,8,6,7,9,7,1,2
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,0,2,3,6,30,44,5,2,3,18,37,42,73,47,4,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),48,,,,,,,30,12,52,30,58,89,179,127,80,99,87,106,195,294,161,66,57
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),4,,,,,,,4,14,18,13,19,29,60,50,30,38,35,27,55,101,80,75,76
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,8,2,1,0,4,10,16,21,8,6,10,9,27,22,14,11,26
Dom. y Fest.,Ida,[55] Matia,,,,,,,,1,0,0,1,2,6,18,19,8,3,3,7,9,15,4,1,7
Dom. y Fest.,Ida,[54] Benta Berri,,,,,,,,,,,1,0,1,5,3,1,1,2,1,4,4,1,1,2
Dom. y Fest.,Ida,[53] R.M. Azkue,,,,,,,,,0,0,1,1,0,1,2,0,0,2,1,2,1,1,1,0
Dom. y Fest.,Ida,[52] Zarautz 60,,,,,,,,,0,,,,0,1,,0,,,0,,,0,0,
Dom. y Fest.,Ida,[51] Zarautz 90,,,,,,,,,,0,,,,1,1,0,,0,1,1,0,,0,
Dom. y Fest.,Ida,[269] Avda Zarauz 122,,,,,,,,,,,1,,,,,0,,0,,0,0,,0,
Dom. y Fest.,Vuelta,[47] Errotaburu 5,14,,,,,,,3,6,13,33,45,55,17,44,27,23,30,26,75,48,31,18,1
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),1,,,,,,,2,0,2,10,12,22,18,5,6,9,13,18,11,26,37,13,1
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),4,,,,,,,0,4,3,16,31,38,23,8,10,21,38,46,46,31,35,20,1
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),1,,,,,,,,0,1,19,19,20,12,7,10,8,24,37,32,38,41,45,6
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),0,,,,,,,1,1,7,21,36,44,39,24,13,33,64,97,74,66,42,6,2
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),3,,,,,,,3,2,5,17,23,26,27,24,10,22,43,81,73,59,43,16,3
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),1,,,,,,,1,1,4,13,18,22,27,14,9,18,34,46,37,26,36,10,4
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),1,,,,,,,0,1,2,11,23,48,57,36,19,28,37,72,76,66,40,20,8
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,0,1,2,3,4,4,2,3,3,2,3,4,3,0,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,0,14,1,1,1,4,6,2,1,2,4,4,5,9,3,,0
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,1,0,1,1,4,6,3,2,1,2,3,7,19,13,2,
