Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Sabado,Ida,[239] Zumalakarregi 10(L25-33-35-40),0,,,,,,,0,1,0,2,2,1,3,2,1,4,3,1,0,1,1,0,2
Sabado,Ida,[240] Antig Anbul (L25-27-33-35-40),,,,,,,,,1,1,3,2,3,2,1,3,1,2,0,2,5,2,1,
Sabado,Ida,[241] Magisterio  (L25-27-33-35-40),,,,,,,,,,0,1,1,0,1,1,0,,2,0,0,1,1,,
Sabado,Ida,[277] Unibertsitatea Tol.70 I,,,,,,,,1,,0,,1,1,1,,,1,4,0,2,1,2,,0
Sabado,Ida,[278] Tolosa 112,,,,,,,,,,0,0,1,0,1,1,,0,,1,0,,,,
Sabado,Ida,[50] Tolosa 138,,,,,,,,,0,0,,1,0,0,1,1,1,0,1,0,,1,,
Sabado,Ida,[353] A–orga Txiki I,,,,,,,,,,0,,,0,1,,,,,,,,0,,
Sabado,Ida,[354] A–orga I,,,,,,,,,,,,,,,,,1,,,,,,,
Sabado,Ida,[356] Errekalde Topo,,,,,,,,,,,,,0,,,,,,,,,,,
Sabado,Ida,[358] Irubide ,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,
Sabado,Ida,[359] Belartza 2,,,,,,,,,,,,,,2,2,0,1,1,1,,0,1,1,
Sabado,Ida,[360] Rotonda Belartza,,,,,,,,2,1,0,,1,3,1,2,3,4,11,5,5,2,,,
Sabado,Ida,[361] Belartza,,,,,,,,,,,1,2,1,6,7,5,1,3,2,6,36,1,,
Sabado,Vuelta,[287] Errekalde II,,,,,,,,,,8,1,,,1,,,,7,6,,,9,7,
Sabado,Vuelta,[362] Errekalde,1,,,,,,,5,3,3,2,2,1,1,,0,4,3,3,1,3,1,1,
Sabado,Vuelta,[364] A–orga Txiki,0,,,,,,,,6,6,8,12,3,7,6,10,13,13,13,8,14,3,1,3
Sabado,Vuelta,[365] A–orga Txiki II,,,,,,,,,,,0,0,,,,0,,0,1,,,,,
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),1,,,,,,,0,8,6,5,3,5,8,0,2,4,5,6,3,5,7,2,2
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),3,,,,,,,0,8,4,10,13,12,15,2,4,10,6,14,5,6,5,1,8
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),1,,,,,,,1,5,2,7,6,8,12,1,3,3,4,11,8,3,3,1,4
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),10,,,,,,,3,13,9,12,14,18,17,3,8,11,8,18,11,10,10,6,6
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),3,,,,,,,1,9,9,16,5,6,20,2,5,6,12,22,14,14,11,3,11
Sabado,Vuelta,[41] Esklabak (L5-25-35),2,,,,,,,1,8,7,8,13,7,13,3,4,2,10,18,7,5,9,3,6
Sabado,Vuelta,[40] Ondarreta (L5-25 ),1,,,,,,,2,6,5,10,8,12,8,3,7,3,9,16,12,8,14,6,8
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,,1,1,2,1,0,,,2,,,1,,,,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,0,1,0,1,2,2,,,1,0,,2,2,,,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,0,1,1,3,2,1,0,1,1,1,2,2,2,4,,0
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),,,,,,,,,4,,10,37,8,33,39,16,24,23,58,33,70,42,21,
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,,4,,7,6,20,19,10,8,11,6,15,13,14,13,18,
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,,1,,1,4,,2,2,1,4,1,3,2,1,2,1,
Dom. y Fest.,Ida,[239] Zumalakarregi 10(L25-33-35-40),,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,,,
Dom. y Fest.,Ida,[240] Antig Anbul (L25-27-33-35-40),,,,,,,,,,0,1,1,2,2,0,1,1,1,1,1,0,,0,
Dom. y Fest.,Ida,[241] Magisterio  (L25-27-33-35-40),,,,,,,,,,,,1,0,2,2,0,1,1,,1,1,1,,
Dom. y Fest.,Ida,[277] Unibertsitatea Tol.70 I,,,,,,,,,,,0,1,1,2,0,,0,,1,2,1,,,
Dom. y Fest.,Ida,[278] Tolosa 112,,,,,,,,,,,1,0,1,,,,1,1,1,0,,,,
Dom. y Fest.,Ida,[50] Tolosa 138,,,,,,,,,,1,0,,0,1,,1,,,,1,,,,
Dom. y Fest.,Ida,[279] Infierno,,,,,,,,,,,,,,0,,,,,,,1,,,
Dom. y Fest.,Ida,[353] A–orga Txiki I,,,,,,,,,,7,,,,,,,,,,,,0,,
Dom. y Fest.,Ida,[354] A–orga I,,,,,,,,,,,,,0,4,,,,,,,,0,,
Dom. y Fest.,Ida,[358] Irubide ,,,,,,,,,,,,,,,,1,,,,,,,,
Dom. y Fest.,Ida,[360] Rotonda Belartza,,,,,,,,,,,2,0,,,0,1,1,1,1,,1,,,
Dom. y Fest.,Vuelta,[287] Errekalde II,,,,,,,,,,,,16,0,0,1,10,6,12,2,18,8,1,,
Dom. y Fest.,Vuelta,[362] Errekalde,,,,,,,,,,1,2,5,1,2,1,0,4,2,1,1,1,0,,
Dom. y Fest.,Vuelta,[363] Cincuentenario II,,,,,,,,,,,,,,,,,,,0,,,,,
Dom. y Fest.,Vuelta,[364] A–orga Txiki,,,,,,,,,,2,2,6,5,6,3,1,3,7,7,2,,1,1,
Dom. y Fest.,Vuelta,[365] A–orga Txiki II,,,,,,,,,,,,,1,,0,,,,,0,,,,
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,,,4,5,5,9,4,2,,2,4,4,2,,1,,
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,,,4,4,12,9,6,2,3,5,6,7,5,4,3,4,1
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,,,4,5,9,6,8,10,3,3,4,8,5,6,2,,
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,,,8,3,17,12,14,3,2,7,12,5,4,5,5,1,
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,,,4,4,9,7,12,5,4,6,5,10,8,2,7,2,
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,,,5,3,11,11,7,3,2,5,6,11,5,6,5,1,
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,,,4,6,6,14,14,5,7,6,13,11,6,5,3,1,0
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,0,,,5,1,,,,1,,1,0,,,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,,1,2,1,1,,,,0,1,2,2,1,,
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,,0,,1,21,15,1,,1,2,0,1,4,1,,
