Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,2,5,11,12,18,31,50,37,24,33,44,37,48,69,63,25,4
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,1,1,5,2,3,6,12,12,6,8,8,9,10,10,5,2,
Dom. y Fest.,Ida,[55] Matia,,,,,,,,,0,1,1,2,6,9,5,7,2,4,3,2,4,4,0,
Dom. y Fest.,Ida,[54] Benta Berri,,,,,,,,,,0,1,1,3,2,2,1,1,1,3,4,3,1,1,
Dom. y Fest.,Ida,[53] R.M. Azkue,,,,,,,,,0,0,1,1,0,1,2,0,1,,0,0,0,1,,
Dom. y Fest.,Ida,[52] Zarautz 60,,,,,,,,,,,0,,,0,,,0,,,0,,,,
Dom. y Fest.,Ida,[51] Zarautz 90,,,,,,,,,,,,1,,,,,0,0,,,1,,,
Dom. y Fest.,Ida,[269] Avda Zarauz 122,,,,,,,,,,,,,,,,3,,,0,,,,,
Dom. y Fest.,Vuelta,[47] Errotaburu 5,1,,,,,,,4,9,9,27,24,30,28,6,9,12,16,16,11,8,5,5,1
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,1,1,2,7,8,14,9,4,3,8,11,9,5,7,3,1,0
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,1,3,2,12,18,21,13,8,4,16,16,22,15,8,5,2,10
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,,1,3,6,11,24,10,4,3,11,12,19,14,10,3,1,
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,1,2,3,17,33,32,19,16,10,23,33,40,21,25,9,4,15
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,1,1,3,15,19,21,16,12,11,14,25,29,20,17,12,1,2
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,2,3,7,14,12,19,26,11,11,14,17,26,20,8,8,1,0
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,0,1,2,8,16,19,28,21,9,12,26,29,14,22,10,3,2
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,0,0,1,2,2,3,1,1,1,3,2,1,,,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,0,1,,1,2,6,1,1,1,2,3,2,3,2,0,
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,,0,0,2,3,3,3,2,2,4,2,7,10,2,0,
