Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Ida,[34] Boulevard 17 (L5-25),3,,,,,,,143,232,168,144,144,162,174,154,118,115,119,152,169,135,70,48,
Laborable,Ida,[35] Londres (L5-25-33-40),,,,,,,,56,161,99,81,94,109,128,111,87,80,83,95,126,107,46,18,4
Laborable,Ida,[36] La Perla,,,,,,,,5,29,18,12,13,17,31,19,15,11,27,10,17,12,5,2,1
Laborable,Ida,[55] Matia,,,,,,,,,,5,6,9,8,9,8,4,4,6,8,10,9,2,0,
Laborable,Ida,[54] Benta Berri,,,,,,,,,,4,9,13,17,17,7,22,4,9,10,12,8,2,0,0
Laborable,Ida,[53] R.M. Azkue,,,,,,,,,,2,3,4,6,8,3,3,3,4,6,5,4,1,0,0
Laborable,Ida,[52] Zarautz 60,,,,,,,,,,1,8,1,1,1,2,0,1,0,0,2,1,0,,
Laborable,Ida,[51] Zarautz 90,,,,,,,,,,0,2,1,3,1,1,1,1,0,1,1,0,,,
Laborable,Ida,[269] Avda Zarauz 122,,,,,,,,,,0,0,0,0,0,0,0,7,3,1,,0,0,,
Laborable,Vuelta,[47] Errotaburu 5,,,,,,,,19,39,53,55,46,34,44,55,57,48,77,65,32,20,10,3,1
Laborable,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,8,22,19,14,14,13,9,14,21,16,14,19,10,8,3,1,0
Laborable,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,9,24,35,37,36,38,32,34,26,41,47,55,42,19,10,2,1
Laborable,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,2,19,28,39,60,85,103,88,51,70,88,76,62,38,9,3,3
Laborable,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,13,54,52,56,65,78,67,75,70,88,83,74,67,38,24,5,2
Laborable,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,9,34,39,44,51,45,31,36,45,46,45,48,38,27,21,6,4
Laborable,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,8,29,45,43,41,40,29,31,43,37,51,39,34,18,18,2,1
Laborable,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,5,15,26,27,33,30,30,19,23,28,38,45,35,22,12,4,2
Laborable,Vuelta,[39] San Martin 57,,,,,,,,0,1,4,4,3,6,4,3,4,5,5,4,4,3,2,,
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,1,6,6,5,8,10,7,5,4,6,5,9,7,6,2,2,0
Laborable,Vuelta,[37] Okendo 5,,,,,,,,0,7,7,6,9,12,10,9,5,10,7,8,11,8,2,1,
Sabado,Ida,[34] Boulevard 17 (L5-25),,,,,,,10,14,35,50,62,83,120,181,128,71,61,68,159,163,195,152,105,
Sabado,Ida,[35] Londres (L5-25-33-40),,,,,,,2,15,15,36,34,52,79,134,86,39,98,85,82,79,121,73,20,7
Sabado,Ida,[36] La Perla,,,,,,,1,1,2,8,5,8,8,15,8,5,8,9,6,9,11,6,4,1
Sabado,Ida,[55] Matia,,,,,,,,,0,2,1,4,4,7,5,3,1,2,5,5,4,2,1,1
Sabado,Ida,[54] Benta Berri,,,,,,,1,0,,1,4,9,10,9,7,5,2,2,3,3,4,3,1,
Sabado,Ida,[53] R.M. Azkue,,,,,,,,,,0,2,2,7,2,1,2,2,2,1,1,4,2,2,1
Sabado,Ida,[52] Zarautz 60,,,,,,,,,,,1,,0,,,0,,0,0,1,,1,,
Sabado,Ida,[51] Zarautz 90,,,,,,,,,,,,1,1,0,1,,0,,0,0,,,,
Sabado,Ida,[269] Avda Zarauz 122,,,,,,,,,,,,,,,,,,15,,,,,,
Sabado,Vuelta,[47] Errotaburu 5,,,,,,,1,1,7,12,24,28,26,58,7,15,33,52,49,26,26,19,1,2
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,1,2,6,13,16,14,13,13,9,6,16,12,14,14,9,10,4,1
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,1,4,6,20,25,38,39,26,15,11,34,25,37,19,25,10,7,1
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,1,2,2,6,46,27,43,22,9,8,39,31,34,26,15,11,7,
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,0,4,11,25,44,74,91,47,29,21,38,52,57,54,53,37,20,7
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,2,9,22,35,53,64,45,25,26,50,51,50,48,45,27,10,7
Sabado,Vuelta,[41] Esklabak (L5-25-35),,,,,,,1,2,8,20,24,45,51,33,27,21,25,27,37,44,24,25,12,2
Sabado,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,1,2,7,10,28,35,41,41,28,20,28,41,57,47,24,26,16,3
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,,2,3,3,4,4,2,6,3,2,1,4,2,,,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,0,2,3,5,6,6,2,3,2,3,3,5,7,2,2,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,,1,3,6,7,8,7,3,15,5,18,5,11,4,1,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),,,,,,,,9,13,29,23,41,99,183,111,46,46,59,79,99,93,79,53,
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,1,8,7,13,26,40,66,36,23,45,62,57,68,93,46,22,5
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,2,1,2,2,3,10,13,9,5,6,5,2,5,7,3,1,0
Dom. y Fest.,Ida,[55] Matia,,,,,,,,,,1,1,2,3,9,6,1,2,2,3,2,2,3,1,0
Dom. y Fest.,Ida,[54] Benta Berri,,,,,,,,,,,1,1,2,2,0,,1,2,1,4,4,2,1,
Dom. y Fest.,Ida,[53] R.M. Azkue,,,,,,,,1,,0,0,1,1,2,1,,,2,1,1,1,1,1,
Dom. y Fest.,Ida,[52] Zarautz 60,,,,,,,,,,,,,,0,2,,,,,,,1,,
Dom. y Fest.,Ida,[51] Zarautz 90,,,,,,,,,0,,,1,,,0,,,0,,,,,,
Dom. y Fest.,Ida,[269] Avda Zarauz 122,,,,,,,,,,,,,,,,17,21,,,,,0,,
Dom. y Fest.,Vuelta,[47] Errotaburu 5,,,,,,,,2,4,7,38,20,26,18,5,15,42,60,46,70,79,6,0,1
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,2,1,3,6,11,13,8,3,6,16,18,5,3,4,1,2,
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,1,2,3,5,22,25,16,10,9,18,12,11,10,7,2,1,0
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,,0,2,5,14,24,6,7,5,33,11,26,11,10,2,1,
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,1,,7,11,19,31,28,21,11,12,13,16,19,13,7,2,2
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,1,1,5,8,17,21,13,14,9,23,24,23,19,15,8,4,1
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,1,1,5,13,22,30,22,13,11,20,24,22,16,15,10,3,1
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,0,1,3,8,17,33,22,17,7,22,17,11,15,18,6,3,
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,0,1,0,2,2,1,,14,1,4,1,1,,,
