Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Sabado,Vuelta,[40] Ondarreta (L5-25 ),2,,,,,,,2,3,8,10,15,12,14,10,6,9,23,22,15,11,7,6,6
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,,1,0,1,1,1,,,2,1,0,2,,0,1,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,0,1,2,1,2,1,1,2,1,4,2,2,1,,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,1,1,1,2,3,3,3,1,1,4,1,3,6,2,,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),9,,,,,,,,5,,10,21,15,39,42,11,30,22,33,65,51,57,15,7
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),2,,,,,,,,2,,6,9,17,54,44,5,7,12,19,22,25,24,13,1
Dom. y Fest.,Ida,[36] La Perla,1,,,,,,,,,0,1,1,2,3,3,1,1,1,3,1,2,2,2,
Dom. y Fest.,Ida,[239] Zumalakarregi 10(L25-33-35-40),0,,,,,,,,,0,1,1,2,1,0,,0,1,2,0,,,1,1
Dom. y Fest.,Ida,[240] Antig Anbul (L25-27-33-35-40),,,,,,,,,,0,0,1,1,2,1,0,1,1,1,2,0,1,,
Dom. y Fest.,Ida,[241] Magisterio  (L25-27-33-35-40),,,,,,,,,,0,,1,2,1,0,1,,1,0,,1,14,1,
Dom. y Fest.,Ida,[277] Unibertsitatea Tol.70 I,,,,,,,,,,,,1,1,2,0,0,1,0,1,,2,1,0,
Dom. y Fest.,Ida,[278] Tolosa 112,,,,,,,,,,,,,0,,,,,1,,1,0,,,
Dom. y Fest.,Ida,[50] Tolosa 138,,,,,,,,,,,,,0,0,0,,,,,,0,0,,
Dom. y Fest.,Ida,[279] Infierno,,,,,,,,,,,1,9,1,,,,,6,4,,,,,
Dom. y Fest.,Ida,[353] A–orga Txiki I,,,,,,,,,,,1,0,,,,,0,,,,,,,
Dom. y Fest.,Ida,[354] A–orga I,,,,,,,,,,,,,1,,,,,,,,,,,
Dom. y Fest.,Ida,[356] Errekalde Topo,,,,,,,,,,0,0,,,,,,,,,,,,,
Dom. y Fest.,Ida,[358] Irubide ,,,,,,,,,,,,2,,,,,,,,,,,,
Dom. y Fest.,Ida,[359] Belartza 2,,,,,,,,,,,,,,2,,,,,,,,,,
Dom. y Fest.,Ida,[360] Rotonda Belartza,,,,,,,,,,,1,0,7,0,0,1,2,2,,,,0,,
Dom. y Fest.,Ida,[361] Belartza,,,,,,,,,,,,4,,,,,,,,0,,,,
Dom. y Fest.,Vuelta,[287] Errekalde II,,,,,,,,,,1,,,1,2,2,,0,1,0,1,,,,
Dom. y Fest.,Vuelta,[362] Errekalde,,,,,,,,,,1,1,3,2,1,1,0,2,4,2,1,0,,,
Dom. y Fest.,Vuelta,[363] Cincuentenario II,,,,,,,,,,,,0,,,,,,,,,,,,
Dom. y Fest.,Vuelta,[364] A–orga Txiki,,,,,,,,,,1,2,7,5,5,3,3,5,10,5,1,4,0,0,
Dom. y Fest.,Vuelta,[365] A–orga Txiki II,,,,,,,,,,1,,1,1,1,,0,,,,,,,,
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,,,3,2,5,5,5,3,2,3,7,7,3,4,1,1,
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,,,4,7,7,8,6,2,3,3,3,8,7,5,2,1,
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,,,2,2,7,3,8,3,4,5,6,7,4,3,1,1,1
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,,,6,3,12,11,9,5,5,12,7,10,11,7,5,4,
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,,,3,2,8,8,4,2,3,3,6,11,16,6,3,2,
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,,,5,3,8,8,4,5,7,5,9,13,6,4,3,0,1
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,,,2,3,9,13,8,6,5,9,12,11,13,4,3,1,
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,,,0,1,0,0,3,1,1,0,,0,,,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,,1,,1,1,0,1,,1,0,0,1,0,0,
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,,0,0,0,,2,1,13,2,0,1,0,2,0,0,
Dom. y Fest.,Vuelta,[34] Boulevard 17 (L5-25),,,,,,,,,,,,,,,,,,,,,,1,,
