Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Vuelta,[363] Cincuentenario II,,,,,,,,,,0,0,0,,,,,0,,0,0,,,,0
Laborable,Vuelta,[364] A–orga Txiki,0,,,,,,0,7,15,36,28,18,17,11,9,12,22,23,13,7,6,3,2,1
Laborable,Vuelta,[365] A–orga Txiki II,,,,,,,0,0,0,15,1,0,0,4,1,1,1,1,0,0,0,,0,
Laborable,Vuelta,[46] Amerika Plaza (L5-24-25),0,,,,,,2,7,4,7,6,6,5,3,4,6,7,7,7,3,2,2,1,1
Laborable,Vuelta,[45] Tolosa 111 (L5-24-25),1,,,,,,1,9,8,16,14,12,9,8,7,10,12,13,11,8,6,3,3,2
Laborable,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,1,4,5,6,11,11,9,7,9,6,7,10,12,8,5,2,4,1
Laborable,Vuelta,[43] Magisterio (L5-24-25-33-35-40),1,,,,,,4,18,10,21,22,20,13,15,13,11,16,21,16,11,8,9,5,2
Laborable,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),1,,,,,,1,12,8,12,14,15,10,7,8,10,12,13,17,11,8,6,4,1
Laborable,Vuelta,[41] Esklabak (L5-25-35),0,,,,,,0,9,7,10,10,11,8,9,8,8,10,10,12,7,5,4,3,1
Laborable,Vuelta,[40] Ondarreta (L5-25 ),1,,,,,,3,4,6,10,9,11,12,13,6,5,10,12,17,13,11,7,6,1
Laborable,Vuelta,[39] San Martin 57,,,,,,,,0,0,1,1,1,2,2,1,1,1,1,1,1,1,0,,
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,0,1,0,1,1,2,2,2,1,1,1,2,2,2,1,1,0,
Laborable,Vuelta,[37] Okendo 5,,,,,,,,0,1,1,1,2,4,2,1,1,0,1,2,2,1,1,,
Sabado,Ida,[34] Boulevard 17 (L5-25),78,,,,,,,14,5,11,26,24,51,58,36,34,34,34,30,47,91,76,52,73
Sabado,Ida,[35] Londres (L5-25-33-40),14,,,,,,,2,5,6,9,27,20,35,25,17,20,32,28,33,36,26,23,6
Sabado,Ida,[36] La Perla,2,,,,,,,0,,1,0,1,3,6,9,3,5,3,5,5,3,7,6,1
Sabado,Ida,[239] Zumalakarregi 10(L25-33-35-40),0,,,,,,,0,,1,1,3,3,6,8,1,3,3,5,4,3,6,,2
Sabado,Ida,[240] Antig Anbul (L25-27-33-35-40),,,,,,,,0,0,0,4,1,2,4,4,1,2,3,3,2,4,0,2,1
Sabado,Ida,[241] Magisterio  (L25-27-33-35-40),,,,,,,,,,0,,1,1,1,1,1,1,1,,1,2,1,1,
Sabado,Ida,[277] Unibertsitatea Tol.70 I,,,,,,,,,,,1,1,1,,2,,1,1,1,1,1,1,1,
Sabado,Ida,[278] Tolosa 112,,,,,,,,,0,,,,1,,1,,1,0,3,1,1,,,
Sabado,Ida,[50] Tolosa 138,,,,,,,,,,,,1,,1,0,1,1,1,0,1,0,0,1,1
Sabado,Ida,[353] A–orga Txiki I,,,,,,,,,,,,,0,0,,,0,,,,,,,
Sabado,Ida,[354] A–orga I,,,,,,,,,,,0,,,,,0,,,0,,,,,
Sabado,Ida,[356] Errekalde Topo,,,,,,,,,,0,,,,,0,,,1,,,1,,,
Sabado,Ida,[358] Irubide ,,,,,,,,,,,1,0,,,,,,,,1,,,0,
Sabado,Ida,[359] Belartza 2,,,,,,,,,,,1,,0,2,0,0,1,1,1,2,1,,1,
Sabado,Ida,[360] Rotonda Belartza,,,,,,,,3,1,2,2,3,3,3,3,4,4,4,5,5,2,1,,
Sabado,Ida,[361] Belartza,,,,,,,,,,1,2,2,4,4,5,4,3,7,15,8,4,3,1,
Sabado,Vuelta,[287] Errekalde II,,,,,,,,,1,1,0,3,1,1,2,,1,1,12,16,0,,3,9
Sabado,Vuelta,[362] Errekalde,,,,,,,,1,2,4,8,8,3,2,1,1,5,3,2,4,1,1,2,0
Sabado,Vuelta,[363] Cincuentenario II,,,,,,,,,,,,,,,,,,,2,,6,,,
Sabado,Vuelta,[364] A–orga Txiki,,,,,,,,2,7,12,14,18,6,5,2,3,11,22,10,16,9,6,3,3
Sabado,Vuelta,[365] A–orga Txiki II,,,,,,,,,0,1,1,1,1,1,,,,,0,,,0,,0
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,1,6,4,6,9,5,4,5,4,6,10,3,7,6,17,4,2
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,1,5,8,19,14,11,6,7,9,7,16,11,17,11,8,3,6
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,2,1,7,6,10,9,3,4,1,3,12,10,13,12,4,5,3
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,6,5,11,13,28,17,8,8,6,17,19,30,19,18,8,8,11
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,2,5,12,6,19,14,7,5,7,6,13,16,24,16,8,5,5
Sabado,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,2,3,7,11,12,15,3,5,7,9,12,11,13,14,2,5,2
Sabado,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,,4,10,6,22,21,7,7,8,12,19,15,24,24,19,11,5
Sabado,Vuelta,[39] San Martin 57,,,,,,,,0,,1,1,1,2,3,1,1,1,2,1,4,1,1,,0
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,1,,2,2,3,9,2,,5,,7,3,4,,,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,3,1,4,2,35,8,6,2,6,1,1,6,6,3,,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),28,,,,,,,,6,,12,22,28,59,42,30,32,40,26,47,67,70,38,45
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),4,,,,,,,,7,,7,9,12,14,16,5,11,9,11,10,17,22,14,5
Dom. y Fest.,Ida,[36] La Perla,3,,,,,,,,0,,0,1,3,8,7,5,1,3,3,6,6,5,5,2
Dom. y Fest.,Ida,[239] Zumalakarregi 10(L25-33-35-40),,,,,,,,,,,0,2,3,10,3,2,2,1,1,3,5,5,1,1
Dom. y Fest.,Ida,[240] Antig Anbul (L25-27-33-35-40),0,,,,,,,,,,,1,1,4,4,2,1,2,1,2,2,1,1,
Dom. y Fest.,Ida,[241] Magisterio  (L25-27-33-35-40),,,,,,,,,,0,0,0,1,1,,,0,2,0,0,1,2,0,0
Dom. y Fest.,Ida,[277] Unibertsitatea Tol.70 I,0,,,,,,,,,,1,1,0,1,,0,0,1,0,0,1,1,1,
Dom. y Fest.,Ida,[278] Tolosa 112,,,,,,,,,,,1,1,0,,,0,0,,0,1,0,0,,
Dom. y Fest.,Ida,[50] Tolosa 138,,,,,,,,,,,0,1,0,0,1,1,1,1,1,,0,1,0,
Dom. y Fest.,Ida,[354] A–orga I,,,,,,,,,,,0,,,,,,,1,0,1,2,,,
Dom. y Fest.,Ida,[355] Cincuentenario I,,,,,,,,,,,,,,,,,,0,,,,,,
Dom. y Fest.,Ida,[356] Errekalde Topo,,,,,,,,,,,,,,,,,,,,,,0,,
Dom. y Fest.,Ida,[358] Irubide ,,,,,,,,,,,,,,,,,0,,,,,,,
Dom. y Fest.,Ida,[360] Rotonda Belartza,,,,,,,,,,1,1,1,0,0,2,1,3,2,1,0,,,,
Dom. y Fest.,Ida,[361] Belartza,,,,,,,,,,,1,,0,,0,,1,0,,0,,,,
Dom. y Fest.,Vuelta,[287] Errekalde II,0,,,,,,,,,0,0,14,10,3,3,3,2,1,24,1,,0,,
Dom. y Fest.,Vuelta,[362] Errekalde,,,,,,,,,,2,7,6,1,2,1,1,2,5,1,2,1,1,1,
Dom. y Fest.,Vuelta,[363] Cincuentenario II,,,,,,,,,,,,,,,,,,,,,,,,0
Dom. y Fest.,Vuelta,[364] A–orga Txiki,,,,,,,,,,6,15,20,7,4,4,4,7,13,13,7,4,2,0,
Dom. y Fest.,Vuelta,[365] A–orga Txiki II,,,,,,,,,,1,,2,0,,,,,0,0,,0,,,1
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,,,3,8,6,6,3,1,4,6,6,3,5,4,1,2,1
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,,,4,13,19,5,8,2,3,5,8,9,5,4,5,1,1
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,,,4,8,10,6,6,1,2,2,6,5,5,3,1,2,2
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,,,8,12,8,9,9,5,6,12,11,13,10,7,5,3,1
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,,,6,7,11,6,8,2,4,10,8,9,9,10,7,5,1
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,,,7,7,10,9,10,2,3,5,6,7,5,15,6,2,1
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,,,3,5,10,11,11,10,8,6,15,10,16,11,12,3,1
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,,0,1,2,1,1,1,0,1,0,0,1,0,0,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,1,1,1,2,2,,0,0,0,1,0,1,1,,
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,,0,1,2,1,4,1,0,2,0,2,1,3,2,,
