Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Dom. y Fest.,Ida,[51] Zarautz 90,,,,,,,,,,,,0,,,7,,1,,1,0,,,,
Dom. y Fest.,Ida,[269] Avda Zarauz 122,,,,,,,,,,,,1,,,,,,,,,,,,
Dom. y Fest.,Vuelta,[47] Errotaburu 5,,,,,,,,4,9,12,13,12,18,58,6,7,8,20,19,21,10,12,1,
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,2,1,5,6,12,8,11,3,5,6,11,8,5,6,4,1,
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,0,2,3,6,19,16,15,5,4,10,21,20,19,9,4,2,
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,0,2,3,6,14,15,17,9,3,8,13,12,16,11,5,1,1
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,2,3,15,17,25,24,31,13,10,19,27,26,21,22,14,7,2
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,2,2,9,17,15,33,25,16,9,12,23,30,26,27,11,4,3
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,2,4,9,13,17,19,24,14,6,14,22,23,23,11,12,3,1
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,0,1,5,9,17,25,21,18,6,19,18,27,34,19,11,7,1
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,0,1,1,6,24,2,,1,1,1,2,2,3,2,0,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,0,0,5,3,4,8,1,1,1,3,3,5,2,1,
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,1,1,1,2,1,19,11,2,2,2,3,3,6,9,4,1,
