Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Ida,[34] Boulevard 17 (L5-25),1,0,,,,,0,64,122,116,120,124,175,185,127,107,117,115,130,171,213,142,97,28
Laborable,Ida,[35] Londres (L5-25-33-40),,,,,,,,40,74,77,79,91,137,138,91,72,80,78,92,116,132,69,24,11
Laborable,Ida,[36] La Perla,,,,,,,,3,8,8,6,12,17,28,17,11,11,12,11,18,23,16,6,5
Laborable,Ida,[55] Matia,,,,,,,,1,5,6,7,11,20,34,16,7,7,7,10,19,13,5,2,1
Laborable,Ida,[54] Benta Berri,,,,,,,,3,3,6,8,12,19,16,9,6,4,5,6,11,9,3,1,0
Laborable,Ida,[53] R.M. Azkue,,,,,,,,2,3,2,4,5,6,10,3,3,2,3,4,5,4,2,1,0
Laborable,Ida,[52] Zarautz 60,,,,,,,,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,,
Laborable,Ida,[51] Zarautz 90,,,,,,,,0,1,2,2,1,1,2,0,1,1,2,1,1,0,0,0,
Laborable,Ida,[269] Avda Zarauz 122,,,,,,,,0,0,0,2,1,1,1,0,3,2,0,0,1,1,0,,
Laborable,Vuelta,[47] Errotaburu 5,,,,,,,,9,32,59,61,52,34,29,53,44,55,60,45,33,35,7,3,1
Laborable,Vuelta,[46] Amerika Plaza (L5-24-25),0,,,,,,,5,15,21,21,22,16,14,15,23,25,20,21,13,14,7,3,0
Laborable,Vuelta,[45] Tolosa 111 (L5-24-25),1,,,,,,,7,22,52,45,46,31,30,29,36,49,48,48,38,26,10,4,0
Laborable,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),0,,,,,,,2,14,29,43,51,50,44,34,26,25,46,45,33,26,13,5,2
Laborable,Vuelta,[43] Magisterio (L5-24-25-33-35-40),0,,,,,,,11,40,70,71,75,66,58,48,58,70,89,72,54,44,39,12,3
Laborable,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),0,,,,,,,5,24,44,57,65,56,39,36,40,52,62,63,60,41,32,6,2
Laborable,Vuelta,[41] Esklabak (L5-25-35),1,,,,,,,6,22,41,42,50,42,36,27,36,41,53,52,42,29,20,7,1
Laborable,Vuelta,[40] Ondarreta (L5-25 ),0,,,,,,,3,16,35,47,46,51,53,37,34,47,58,68,67,56,38,11,2
Laborable,Vuelta,[39] San Martin 57,,,,,,,,1,1,4,4,5,5,7,7,3,5,5,4,4,6,2,1,2
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,1,4,5,6,11,13,9,5,2,5,6,10,10,9,2,2,0
Laborable,Vuelta,[37] Okendo 5,,,,,,,,1,4,5,11,11,11,10,6,6,6,9,9,13,13,4,11,5
Sabado,Ida,[34] Boulevard 17 (L5-25),,,,,,,12,13,25,36,48,80,82,130,97,53,71,69,75,102,271,218,210,68
Sabado,Ida,[35] Londres (L5-25-33-40),,,,,,,2,9,7,23,32,46,76,106,92,41,37,41,49,128,133,77,54,31
Sabado,Ida,[36] La Perla,,,,,,,6,1,3,2,4,4,12,24,20,10,7,6,12,14,26,17,10,10
Sabado,Ida,[55] Matia,,,,,,,,,0,2,3,5,10,19,18,7,4,7,8,13,7,7,2,0
Sabado,Ida,[54] Benta Berri,,,,,,,,,1,0,4,7,8,7,9,2,1,1,3,6,6,5,1,0
Sabado,Ida,[53] R.M. Azkue,,,,,,,,,,1,2,3,4,4,1,1,1,0,2,2,1,2,1,1
Sabado,Ida,[52] Zarautz 60,,,,,,,,,,,1,,,0,,1,,,1,1,,,,
Sabado,Ida,[51] Zarautz 90,,,,,,,,,,,1,1,,1,,,,,0,,0,,,
Sabado,Ida,[269] Avda Zarauz 122,,,,,,,,,,,,,1,,,,1,,,,2,,,
Sabado,Vuelta,[47] Errotaburu 5,1,,,,,,1,1,6,16,39,111,31,11,15,61,21,56,40,27,13,45,2,1
