Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Ida,[34] Boulevard 17 (L5-25),16,,,,,,,103,149,123,124,126,136,143,118,116,111,104,128,156,142,87,63,
Laborable,Ida,[35] Londres (L5-25-33-40),,,,,,,,53,110,93,82,94,117,130,90,79,75,81,103,119,105,56,21,6
Laborable,Ida,[36] La Perla,,,,,,,,5,15,15,8,10,15,24,11,11,13,21,16,17,13,10,5,1
Laborable,Ida,[55] Matia,,,,,,,,,,5,5,9,11,14,10,5,7,7,8,11,9,3,1,0
Laborable,Ida,[54] Benta Berri,,,,,,,,,,5,9,12,19,17,7,5,5,4,9,13,7,2,0,0
Laborable,Ida,[53] R.M. Azkue,,,,,,,,,,3,4,5,7,7,4,3,2,3,6,6,3,2,0,0
Laborable,Ida,[52] Zarautz 60,,,,,,,,,,1,2,1,1,2,1,1,1,0,0,1,1,0,,
Laborable,Ida,[51] Zarautz 90,,,,,,,,,,0,1,2,1,2,1,0,0,1,1,1,0,,0,
Laborable,Ida,[269] Avda Zarauz 122,,,,,,,,,,,0,0,0,1,,0,1,0,0,0,0,0,,
Laborable,Vuelta,[47] Errotaburu 5,,,,,,,,9,31,40,41,40,30,39,36,37,40,39,28,30,25,6,1,0
Laborable,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,8,22,19,17,16,14,11,13,21,18,20,22,15,11,4,1,0
Laborable,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,9,29,33,38,38,32,32,24,29,41,51,53,38,25,10,1,1
Laborable,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,2,18,24,43,54,70,62,57,33,40,61,52,51,31,13,3,2
Laborable,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,13,47,50,65,64,69,75,63,59,64,82,76,62,46,28,6,2
Laborable,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,9,34,42,51,53,49,35,37,39,46,52,52,48,34,24,6,2
Laborable,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,6,29,43,39,47,42,32,32,41,41,45,43,37,22,20,3,0
Laborable,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,5,14,26,29,38,42,34,27,26,33,48,54,56,28,22,7,1
Laborable,Vuelta,[39] San Martin 57,,,,,,,,0,2,4,3,4,5,6,3,2,4,5,4,5,3,2,0,0
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,1,3,3,4,9,10,8,3,3,5,6,9,10,6,2,0,0
Laborable,Vuelta,[37] Okendo 5,,,,,,,,1,4,6,9,9,12,11,6,6,8,7,9,12,9,3,1,0
Laborable,Vuelta,[34] Boulevard 17 (L5-25),,,,,,,,,2,5,0,2,5,10,9,0,3,1,7,,13,4,,
Sabado,Ida,[34] Boulevard 17 (L5-25),,,,,,,12,10,35,46,53,84,95,137,121,76,102,75,77,138,211,187,116,
Sabado,Ida,[35] Londres (L5-25-33-40),,,,,,,1,9,19,31,42,58,92,126,87,32,59,49,92,105,155,79,31,7
Sabado,Ida,[36] La Perla,,,,,,,7,1,2,5,4,5,7,9,12,7,8,7,12,5,20,13,7,0
Sabado,Ida,[55] Matia,,,,,,,,0,1,4,2,6,6,10,11,3,1,3,6,5,3,6,1,
Sabado,Ida,[54] Benta Berri,,,,,,,0,,0,1,2,6,12,10,6,2,2,1,2,6,7,2,2,
Sabado,Ida,[53] R.M. Azkue,,,,,,,,,0,0,2,2,4,4,1,2,1,2,1,2,2,2,1,
Sabado,Ida,[52] Zarautz 60,,,,,,,,,,1,0,0,,0,,0,15,,1,0,,0,,
Sabado,Ida,[51] Zarautz 90,,,,,,,,,,,,1,,1,,,,0,,0,,0,0,
Sabado,Ida,[269] Avda Zarauz 122,,,,,,,,,,,1,,1,0,,0,0,,,0,0,1,,
Sabado,Vuelta,[47] Errotaburu 5,,,,,,,1,1,4,15,23,32,21,16,9,11,20,24,27,20,16,5,2,0
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,1,4,11,16,24,15,15,7,6,17,16,20,21,13,10,3,1
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,1,4,7,14,26,39,32,23,15,15,28,30,41,34,34,19,7,1
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,1,5,7,23,27,28,25,20,17,15,30,43,29,26,13,8,3
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,1,1,14,30,59,85,56,52,34,23,55,60,58,75,69,41,16,3
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,0,1,3,27,33,64,56,35,26,24,35,41,56,59,73,38,10,5
Sabado,Vuelta,[41] Esklabak (L5-25-35),,,,,,,1,3,7,16,32,43,41,33,25,22,24,36,41,44,42,32,10,1
Sabado,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,0,1,5,11,19,35,44,35,37,19,26,46,54,68,57,43,17,4
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,0,2,2,3,7,5,1,1,1,4,3,5,3,1,1,1
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,0,1,1,6,5,7,3,1,4,2,4,4,7,6,1,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,1,,1,3,4,25,49,20,2,3,5,6,20,15,6,35,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),,,,,,,,12,12,33,23,43,73,139,84,51,73,80,71,99,139,93,61,
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,3,11,15,14,15,26,48,46,20,19,26,34,53,59,47,23,19
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,5,1,3,1,3,5,7,9,4,8,8,8,11,10,5,2,0
Dom. y Fest.,Ida,[55] Matia,,,,,,,,,0,1,0,2,2,8,8,5,2,3,5,4,3,3,0,
Dom. y Fest.,Ida,[54] Benta Berri,,,,,,,,,,,0,2,1,3,3,1,1,2,2,1,2,1,2,
Dom. y Fest.,Ida,[53] R.M. Azkue,,,,,,,,,1,,0,1,1,3,2,1,1,1,1,1,0,0,0,
Dom. y Fest.,Ida,[52] Zarautz 60,,,,,,,,,,,,,,0,0,,,,,,,,,
Dom. y Fest.,Ida,[51] Zarautz 90,,,,,,,,,,,,0,,1,0,,0,0,,,,0,,
Dom. y Fest.,Vuelta,[47] Errotaburu 5,,,,,,,,1,3,2,8,11,14,15,5,7,11,18,15,11,4,3,1,0
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,2,1,2,11,10,13,8,6,4,4,8,7,11,9,2,1,0
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,0,4,3,8,16,17,14,7,8,14,14,21,15,12,5,5,0
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,0,0,3,4,9,12,15,7,3,9,11,13,19,14,7,5,2
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,2,3,9,20,26,38,26,20,14,22,29,35,30,24,20,11,2
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,2,2,6,16,22,20,23,17,10,13,23,30,27,29,20,5,2
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,4,2,7,15,21,24,24,12,7,23,17,24,28,13,13,8,3
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,1,1,5,12,16,27,37,25,9,12,21,22,41,30,14,7,1
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,0,,1,1,1,5,0,1,2,1,1,3,2,1,,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,,1,1,2,3,2,1,1,1,1,3,3,5,1,
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,,1,1,3,4,5,3,3,2,3,3,6,16,8,3,
