Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Ida,[34] Boulevard 17 (L5-25),,,,,,,,140,205,165,147,149,176,174,146,108,123,118,129,164,122,76,47,
Laborable,Ida,[35] Londres (L5-25-33-40),,,,,,,,62,150,114,91,97,117,138,103,98,81,94,104,125,100,51,18,4
Laborable,Ida,[36] La Perla,,,,,,,,5,24,16,14,13,15,31,17,17,12,28,11,15,12,6,3,0
Laborable,Ida,[55] Matia,,,,,,,,,,6,6,9,11,12,8,7,5,9,9,11,7,3,1,0
Laborable,Ida,[54] Benta Berri,,,,,,,,,,5,8,13,18,17,7,5,4,6,11,12,6,2,1,0
Laborable,Ida,[53] R.M. Azkue,,,,,,,,,,2,3,6,8,11,4,5,3,5,7,3,2,1,0,0
Laborable,Ida,[52] Zarautz 60,,,,,,,,,,1,1,1,1,1,1,0,0,0,1,0,0,0,,
Laborable,Ida,[51] Zarautz 90,,,,,,,,,,0,1,1,0,1,0,0,0,0,1,2,0,0,,
Laborable,Ida,[269] Avda Zarauz 122,,,,,,,,,,0,1,2,1,5,0,0,1,3,2,0,1,0,,
Laborable,Vuelta,[47] Errotaburu 5,,,,,,,,16,44,40,42,44,34,37,33,51,70,69,40,21,9,7,2,1
Laborable,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,7,25,23,17,18,12,14,13,26,12,21,15,15,8,4,1,0
Laborable,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,8,30,33,36,39,35,33,29,34,37,51,55,39,25,9,2,1
Laborable,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,5,23,28,47,62,90,106,106,45,73,91,99,73,58,18,4,2
Laborable,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,10,60,52,56,69,91,72,89,68,84,95,92,71,50,25,7,2
Laborable,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,9,42,48,50,55,46,32,36,49,45,54,52,41,28,25,5,3
Laborable,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,7,29,44,36,47,40,28,33,44,43,59,45,34,19,16,3,0
Laborable,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,4,21,27,28,33,34,27,25,23,27,44,36,37,23,20,7,1
Laborable,Vuelta,[39] San Martin 57,,,,,,,,0,5,4,5,4,6,5,5,4,5,5,6,8,3,1,0,
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,1,3,4,5,15,13,7,5,6,6,6,8,9,5,5,1,
Laborable,Vuelta,[37] Okendo 5,,,,,,,,0,9,6,8,9,11,13,8,7,9,9,8,12,6,3,1,
Sabado,Ida,[34] Boulevard 17 (L5-25),,,,,,,9,11,36,42,50,95,126,207,133,75,93,91,147,235,225,204,125,7
Sabado,Ida,[35] Londres (L5-25-33-40),,,,,,,2,8,14,32,37,56,90,152,90,45,58,66,90,125,171,88,45,16
Sabado,Ida,[36] La Perla,,,,,,,2,1,3,6,2,8,7,12,10,6,7,10,13,14,14,10,6,1
Sabado,Ida,[55] Matia,,,,,,,,,0,1,3,5,8,9,8,2,3,1,4,6,4,3,,
Sabado,Ida,[54] Benta Berri,,,,,,,,,,1,4,9,11,10,11,3,2,1,4,5,4,3,2,0
Sabado,Ida,[53] R.M. Azkue,,,,,,,,,1,1,3,7,5,4,2,2,1,0,3,4,2,1,2,
Sabado,Ida,[52] Zarautz 60,,,,,,,,,,,,0,0,1,1,,0,,,1,1,1,,
Sabado,Ida,[51] Zarautz 90,,,,,,,,,,,,0,1,,,0,,,,,,,,
Sabado,Ida,[269] Avda Zarauz 122,,,,,,,,,1,1,,48,,1,1,1,,1,1,,1,6,,
Sabado,Vuelta,[47] Errotaburu 5,,,,,,,1,0,7,15,55,40,22,13,8,9,20,35,18,15,19,6,3,2
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,3,6,11,12,19,12,13,6,5,19,15,60,19,18,9,3,
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,1,3,8,11,32,38,49,23,10,11,26,40,46,34,34,10,9,0
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,1,4,5,18,35,29,23,16,9,25,51,37,28,27,17,8,4
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,1,2,12,27,57,67,67,52,38,28,63,77,84,69,55,35,19,9
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,0,2,8,22,53,55,48,44,24,25,43,58,84,62,74,30,15,1
Sabado,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,2,7,14,28,52,45,32,32,26,41,44,56,40,37,26,13,1
Sabado,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,1,,5,11,23,41,58,43,31,20,33,49,67,39,35,26,16,6
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,1,3,1,2,2,4,2,3,4,1,2,4,3,0,,1
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,0,2,3,7,9,8,2,5,2,3,13,18,12,7,1,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,1,,2,2,10,9,4,5,4,4,7,17,14,6,3,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),0,,,,,,,6,5,17,23,42,55,156,129,32,71,75,79,102,113,87,80,8
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,7,8,8,29,22,62,59,69,12,36,37,38,46,74,64,28,7
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,3,2,2,1,5,6,6,11,5,6,6,5,4,8,6,1,1
