Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Ida,[34] Boulevard 17 (L5-25),,,,,,,1,88,162,123,134,146,154,146,136,106,132,106,127,173,184,100,81,
Laborable,Ida,[35] Londres (L5-25-33-40),,,,,,,,47,110,85,81,87,108,146,107,76,75,74,96,133,112,55,26,7
Laborable,Ida,[36] La Perla,,,,,,,,5,19,13,11,10,19,27,16,10,25,15,13,21,17,12,3,1
Laborable,Ida,[55] Matia,,,,,,,,,,6,7,9,12,15,18,9,6,4,8,13,9,3,1,1
Laborable,Ida,[54] Benta Berri,,,,,,,,,,4,8,11,17,15,7,7,6,4,8,11,8,5,1,
Laborable,Ida,[53] R.M. Azkue,,,,,,,,,,1,4,6,8,8,5,3,2,4,4,6,3,1,1,1
Laborable,Ida,[52] Zarautz 60,,,,,,,,,,1,1,1,1,0,1,1,0,0,0,1,1,0,0,
Laborable,Ida,[51] Zarautz 90,,,,,,,,,,,1,1,1,1,12,0,0,1,1,1,0,2,0,
Laborable,Ida,[269] Avda Zarauz 122,,,,,,,,,,0,0,,0,,1,1,0,0,0,,,1,0,
Laborable,Vuelta,[47] Errotaburu 5,,,,,,,,11,29,36,55,46,27,21,22,31,40,42,39,17,18,6,1,0
Laborable,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,7,22,21,23,20,20,11,16,23,19,18,19,15,10,9,1,2
Laborable,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,8,22,28,40,48,41,33,27,30,40,52,63,35,19,12,2,2
Laborable,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,4,17,25,45,51,58,70,91,42,47,60,76,45,19,11,4,5
Laborable,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,12,46,49,67,69,69,72,65,62,70,86,77,57,45,25,7,4
Laborable,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,8,31,36,51,52,43,39,36,33,48,58,60,55,36,24,8,2
Laborable,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,7,29,38,39,47,38,31,29,36,44,49,50,42,23,17,3,1
Laborable,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,4,15,23,29,38,41,41,32,28,34,48,50,57,32,21,7,0
Laborable,Vuelta,[39] San Martin 57,,,,,,,,0,1,3,4,4,7,7,4,5,5,4,3,3,2,2,,
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,1,2,4,4,6,8,8,4,5,4,5,7,9,8,3,2,
Laborable,Vuelta,[37] Okendo 5,,,,,,,,0,6,6,7,10,15,12,7,9,9,8,9,14,10,2,2,
Sabado,Ida,[34] Boulevard 17 (L5-25),,,,,,,11,7,26,40,48,76,180,235,182,97,121,84,81,172,288,259,181,
Sabado,Ida,[35] Londres (L5-25-33-40),,,,,,,2,7,10,33,39,48,81,178,76,33,60,62,67,104,168,110,33,21
Sabado,Ida,[36] La Perla,,,,,,,6,3,3,4,3,5,10,15,9,10,16,8,6,10,22,19,4,6
Sabado,Ida,[55] Matia,,,,,,,,1,,1,5,6,10,9,10,7,2,1,4,4,5,5,2,
Sabado,Ida,[54] Benta Berri,,,,,,,,,1,1,5,7,11,11,6,6,3,4,5,5,14,3,,
Sabado,Ida,[53] R.M. Azkue,,,,,,,,,,3,2,5,4,7,1,2,,,,2,5,2,3,1
Sabado,Ida,[52] Zarautz 60,,,,,,,,,,,,,,,,,,,1,,,1,3,
Sabado,Ida,[51] Zarautz 90,,,,,,,,,,,,1,1,1,1,,1,3,1,,,,,
Sabado,Ida,[269] Avda Zarauz 122,,,,,,,,,,,1,,,,,,,,2,,1,1,,
Sabado,Vuelta,[47] Errotaburu 5,,,,,,,2,2,6,15,20,34,27,16,6,9,56,17,25,20,19,5,6,2
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,3,4,24,17,17,26,12,6,9,20,8,22,18,13,6,10,1
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,3,6,11,32,55,48,30,19,18,33,30,56,22,32,17,2,
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,2,1,5,13,14,35,27,21,11,8,22,34,33,28,23,16,4,1
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,3,9,24,61,102,92,54,32,18,52,87,63,81,78,40,27,
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,1,10,27,43,50,76,29,29,29,41,44,71,75,57,32,20,1
Sabado,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,2,9,16,27,46,47,27,31,19,30,41,49,56,29,29,11,6
Sabado,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,2,4,15,27,60,67,44,37,23,37,38,62,56,73,24,16,3
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,,2,3,4,9,8,4,1,3,2,2,3,2,4,,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,1,1,3,11,11,12,4,2,2,5,6,8,15,6,2,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,1,2,1,7,8,10,4,2,8,2,7,7,23,11,5,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),,,,,,,,3,8,30,37,95,78,163,91,69,125,113,122,170,225,174,135,
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,5,12,8,15,14,27,70,28,38,36,30,38,62,91,74,27,9
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,3,2,1,1,4,10,21,8,9,9,7,10,10,12,11,2,1
Dom. y Fest.,Ida,[55] Matia,,,,,,,,,0,,0,2,5,9,5,5,2,3,5,2,5,2,1,
Dom. y Fest.,Ida,[54] Benta Berri,,,,,,,,0,,,,1,2,4,3,0,,2,2,0,7,4,3,
Dom. y Fest.,Ida,[53] R.M. Azkue,,,,,,,,,0,,0,1,0,,2,1,0,3,1,2,1,1,,
Dom. y Fest.,Ida,[52] Zarautz 60,,,,,,,,,,,,0,,1,,,,,,,,1,,
Dom. y Fest.,Ida,[51] Zarautz 90,,,,,,,,,,,,1,,,,,,0,1,,1,,,
Dom. y Fest.,Ida,[269] Avda Zarauz 122,,,,,,,,,,,,,1,12,,,,,,,,,,
Dom. y Fest.,Vuelta,[47] Errotaburu 5,,,,,,,,1,4,31,22,81,58,32,35,11,12,11,11,9,10,3,1,1
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,2,2,7,39,31,21,20,5,6,10,9,12,7,10,2,1,2
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,1,4,8,56,79,44,21,11,9,22,24,35,27,8,5,3,0
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,1,7,5,47,36,17,21,17,13,9,19,17,15,9,7,2,1
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,4,4,16,76,98,41,36,31,31,36,31,38,25,33,14,3,1
