Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,0,8,6,7,8,10,12,16,14,8,16,16,14,15,10,4,1,1
Laborable,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,3,26,14,14,13,13,15,15,13,14,21,21,16,17,11,6,5,1
Laborable,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,1,16,11,10,12,12,13,8,8,8,12,9,11,11,8,5,2,1
Laborable,Vuelta,[41] Esklabak (L5-25-35),,,,,,,1,14,10,10,8,10,8,7,6,9,10,12,10,9,6,3,2,1
Laborable,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,3,8,6,7,6,7,7,7,4,4,8,10,12,10,8,4,3,1
Laborable,Vuelta,[39] San Martin 57,,,,,,,,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,,
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,1,1,0,1,2,2,1,1,0,1,1,2,2,1,1,0,
Laborable,Vuelta,[37] Okendo 5,,,,,,,,0,1,2,1,1,2,1,1,1,1,2,2,1,3,1,0,0
Sabado,Ida,[34] Boulevard 17 (L5-25),65,,,,,,1,11,15,11,22,35,28,56,37,27,29,21,40,66,82,65,51,72
Sabado,Ida,[35] Londres (L5-25-33-40),19,,,,,,,7,4,6,13,17,32,41,28,15,14,33,16,31,33,29,13,17
Sabado,Ida,[36] La Perla,3,,,,,,,1,1,1,1,4,3,4,4,2,2,3,3,5,3,4,2,1
Sabado,Ida,[239] Zumalakarregi 10(L25-33-35-40),0,,,,,,,,1,1,2,1,2,2,2,2,2,3,5,1,2,1,,2
Sabado,Ida,[240] Antig Anbul (L25-27-33-35-40),0,,,,,,,0,,1,2,2,1,4,4,1,2,3,3,3,1,0,,1
Sabado,Ida,[241] Magisterio  (L25-27-33-35-40),1,,,,,,,,,1,1,2,4,1,2,1,1,1,1,1,9,2,1,1
Sabado,Ida,[277] Unibertsitatea Tol.70 I,1,,,,,,,,,1,0,4,1,2,1,1,0,1,,,1,1,,
Sabado,Ida,[278] Tolosa 112,0,,,,,,,0,,1,1,1,1,1,,1,2,1,1,,,,1,1
Sabado,Ida,[50] Tolosa 138,,,,,,,,,,0,1,1,1,0,0,1,1,2,1,1,1,1,,1
Sabado,Ida,[279] Infierno,,,,,,,,,,,,,,,,,,,1,,,,,
Sabado,Ida,[353] A–orga Txiki I,,,,,,,,,,,,1,,,,,,1,,1,,0,,
Sabado,Ida,[354] A–orga I,,,,,,,,,,,,,,,,,,1,,,,,,
Sabado,Ida,[355] Cincuentenario I,,,,,,,,,,,,,,,,,,,,,,0,,
Sabado,Ida,[356] Errekalde Topo,,,,,,,,,,,,,0,,,,1,0,,,,,,
Sabado,Ida,[358] Irubide ,,,,,,,,,1,1,1,0,,,,1,,,,,,,,
Sabado,Ida,[359] Belartza 2,,,,,,,,,,,0,0,1,,,1,,,1,1,,,1,
Sabado,Ida,[360] Rotonda Belartza,,,,,,,,2,1,0,1,1,3,4,2,5,7,6,8,8,3,1,,
Sabado,Ida,[361] Belartza,,,,,,,,,,0,0,1,5,5,3,3,5,5,4,7,2,13,,
Sabado,Vuelta,[287] Errekalde II,,,,,,,,,0,,,,15,3,,0,1,7,3,7,24,1,1,
Sabado,Vuelta,[362] Errekalde,,,,,,,,0,3,2,5,7,3,2,1,0,6,6,2,4,3,2,0,
Sabado,Vuelta,[363] Cincuentenario II,,,,,,,,,,,,0,,,,,,,,,,,,
Sabado,Vuelta,[364] A–orga Txiki,3,,,,,,,1,5,8,10,13,12,7,7,9,20,18,11,10,7,10,2,0
Sabado,Vuelta,[365] A–orga Txiki II,,,,,,,,,,,4,,,1,,,,1,,0,,,,
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),2,,,,,,,2,6,5,6,9,5,16,3,7,13,9,8,6,5,6,2,4
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),4,,,,,,,1,5,8,10,15,11,9,2,4,10,9,13,12,7,6,2,4
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),6,,,,,,,1,4,3,6,7,8,7,5,5,11,8,16,12,2,2,2,6
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),6,,,,,,,3,5,10,9,17,8,16,4,2,9,14,13,15,12,9,4,10
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),2,,,,,,,2,5,7,15,7,12,4,4,3,6,11,15,13,10,9,6,6
Sabado,Vuelta,[41] Esklabak (L5-25-35),2,,,,,,,1,4,5,20,13,13,12,8,4,4,9,9,10,4,7,4,5
Sabado,Vuelta,[40] Ondarreta (L5-25 ),4,,,,,,,1,5,6,13,9,9,14,10,4,5,15,11,18,12,8,7,7
Sabado,Vuelta,[39] San Martin 57,,,,,,,,1,,1,1,0,6,1,0,,2,1,3,0,1,0,,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,0,0,2,1,1,1,0,3,1,0,1,2,3,,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,0,,1,2,1,2,1,1,1,3,2,3,2,1,,
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),,,,,,,,1,7,,13,9,29,34,49,17,14,15,25,44,66,55,19,
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,,2,,4,9,8,22,15,7,7,7,10,17,24,23,16,
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,,0,,1,1,2,6,3,1,1,1,2,2,4,1,2,
Dom. y Fest.,Ida,[239] Zumalakarregi 10(L25-33-35-40),,,,,,,,,,,6,1,1,4,2,0,2,0,1,1,1,1,0,
Dom. y Fest.,Ida,[240] Antig Anbul (L25-27-33-35-40),,,,,,,,,,,1,2,2,3,1,1,1,0,,1,0,1,,
Dom. y Fest.,Ida,[241] Magisterio  (L25-27-33-35-40),,,,,,,,,,,,3,1,0,1,,0,0,0,2,0,1,0,
Dom. y Fest.,Ida,[277] Unibertsitatea Tol.70 I,,,,,,,,,,,0,1,1,1,1,,,,1,1,0,1,,
Dom. y Fest.,Ida,[278] Tolosa 112,,,,,,,,,,0,0,0,,,1,,1,0,0,,,0,,
Dom. y Fest.,Ida,[50] Tolosa 138,,,,,,,,,,,1,0,0,0,0,,0,,0,,0,0,,
Dom. y Fest.,Ida,[353] A–orga Txiki I,,,,,,,,,,,,,0,0,,,,,0,0,0,,,
Dom. y Fest.,Ida,[354] A–orga I,,,,,,,,,,,,,0,0,1,,,,1,,,,,
Dom. y Fest.,Ida,[358] Irubide ,,,,,,,,,,,,,,0,,,,1,,,,,,
Dom. y Fest.,Ida,[360] Rotonda Belartza,,,,,,,,,,,1,1,,0,0,0,2,0,1,0,0,0,,
Dom. y Fest.,Ida,[361] Belartza,,,,,,,,,,,0,,,0,,,,,,,,,,
Dom. y Fest.,Vuelta,[287] Errekalde II,,,,,,,,0,,,,,0,1,1,0,0,7,1,1,1,,,
Dom. y Fest.,Vuelta,[362] Errekalde,,,,,,,,,,1,1,6,3,1,0,0,2,3,1,1,1,,0,
Dom. y Fest.,Vuelta,[363] Cincuentenario II,,,,,,,,,,,,,,0,,,,,,,,,,
Dom. y Fest.,Vuelta,[364] A–orga Txiki,,,,,,,,,,2,4,9,6,6,6,2,3,9,5,5,1,2,0,
Dom. y Fest.,Vuelta,[365] A–orga Txiki II,,,,,,,,,,,0,0,,0,,,,,,,0,,,
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,,,4,4,5,5,4,2,2,3,4,2,3,4,3,0,
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,,,2,4,10,8,8,3,3,5,9,7,6,5,3,1,
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,,,2,4,5,3,6,2,1,2,5,5,4,3,3,1,0
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,,,7,4,17,11,10,6,3,10,8,8,7,8,5,3,
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),,,,,,,,,,4,4,11,6,10,5,2,5,4,5,9,6,4,2,
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),,,,,,,,,,1,4,4,7,9,4,2,4,8,8,11,5,5,2,
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),,,,,,,,,,3,6,9,8,10,7,4,6,8,10,9,9,6,2,
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,,0,1,0,0,,0,,0,,0,,,,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,,0,1,1,1,,,1,0,1,1,2,,,
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,,,1,1,1,2,0,,1,0,3,1,4,0,,
