Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Laborable,Vuelta,[41] Esklabak (L5-25-35),1,0,,,,,1,9,5,10,11,11,9,7,6,8,9,13,13,9,5,5,3,1
Laborable,Vuelta,[40] Ondarreta (L5-25 ),2,0,,,,,2,4,4,7,10,14,10,9,9,6,11,13,13,15,13,11,6,6
Laborable,Vuelta,[39] San Martin 57,0,,,,,,,0,0,1,1,1,2,1,1,1,1,1,2,1,1,1,0,
Laborable,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,0,0,0,1,1,3,2,0,1,1,1,1,3,2,1,0,0
Laborable,Vuelta,[37] Okendo 5,,,,,,,,0,1,1,1,1,3,1,0,1,3,3,5,3,4,4,,
Sabado,Ida,[34] Boulevard 17 (L5-25),141,,,,,,4,14,10,15,24,31,51,90,53,31,33,20,40,47,82,67,61,75
Sabado,Ida,[35] Londres (L5-25-33-40),48,,,,,,,4,5,7,9,13,29,54,35,16,13,14,28,28,38,36,34,58
Sabado,Ida,[36] La Perla,8,,,,,,,2,1,1,1,2,2,5,4,4,3,2,3,3,4,5,7,25
Sabado,Ida,[239] Zumalakarregi 10(L25-33-35-40),2,0,,,,,,0,1,1,2,2,2,4,1,0,2,2,2,5,1,1,1,5
Sabado,Ida,[240] Antig Anbul (L25-27-33-35-40),2,,,,,,,,0,1,3,2,3,6,6,1,1,2,2,2,3,2,0,5
Sabado,Ida,[241] Magisterio  (L25-27-33-35-40),0,0,,,,,,,0,1,1,2,1,1,1,1,0,1,1,1,1,2,0,
Sabado,Ida,[277] Unibertsitatea Tol.70 I,,,,,,,,,,0,,,0,0,1,2,1,2,1,0,1,1,1,
Sabado,Ida,[278] Tolosa 112,,,,,,,,,0,,,1,1,1,,,,1,,,1,0,,0
Sabado,Ida,[50] Tolosa 138,,,,,,,,,0,0,,1,1,0,1,0,1,1,0,0,,1,0,
Sabado,Ida,[279] Infierno,,,,,,,,,,,,,,,,,0,,,,,,,
Sabado,Ida,[353] A–orga Txiki I,0,,,,,,,0,,,0,0,1,0,,,,,,1,0,,,
Sabado,Ida,[354] A–orga I,,,,,,,,,,,0,,,,,,,,1,2,,,,
Sabado,Ida,[355] Cincuentenario I,,,,,,,,,,,,,,,,,,,0,0,,,,
Sabado,Ida,[356] Errekalde Topo,,,,,,,,,,0,,,0,,0,1,,,,,,,,
Sabado,Ida,[358] Irubide ,,,,,,,,,,0,1,1,,,,,,,,1,,,,
Sabado,Ida,[359] Belartza 2,,,,,,,,,,,0,1,4,2,1,1,1,0,2,0,1,0,,
Sabado,Ida,[360] Rotonda Belartza,,,,,,,,3,1,2,2,2,5,2,2,4,6,8,10,4,1,1,,
Sabado,Ida,[361] Belartza,,,,,,,,,,0,0,4,2,5,4,2,7,6,5,7,6,3,1,
Sabado,Vuelta,[287] Errekalde II,2,,,,,,,0,0,0,0,,2,1,2,4,1,2,6,15,3,26,,
Sabado,Vuelta,[362] Errekalde,,,,,,,,0,1,3,2,7,3,1,0,0,3,6,5,4,3,1,1,
Sabado,Vuelta,[364] A–orga Txiki,1,,,,,,,1,4,8,11,18,10,5,2,8,9,16,23,18,9,6,6,3
Sabado,Vuelta,[365] A–orga Txiki II,,,,,,,,,,,1,,1,,,,,1,,,,0,,
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),1,,,,,,,1,4,4,5,8,7,3,2,2,7,9,9,7,12,2,6,2
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),7,,,,,,,1,5,4,8,16,14,10,4,3,12,9,26,20,16,5,15,6
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),1,,,,,,,1,2,3,4,13,7,7,2,3,7,8,13,12,13,7,6,9
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),1,,,,,,,3,6,7,10,23,20,6,7,2,16,23,38,23,21,16,11,13
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),2,,,,,,,4,3,7,11,22,11,9,7,6,7,12,22,21,12,12,5,5
Sabado,Vuelta,[41] Esklabak (L5-25-35),3,,,,,,,2,5,9,8,13,14,8,4,4,11,11,14,11,9,11,6,4
Sabado,Vuelta,[40] Ondarreta (L5-25 ),3,,,,,,,1,3,8,11,20,14,13,8,9,11,10,21,16,9,16,5,9
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,,,1,1,1,1,1,1,0,5,1,0,3,2,1,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,0,1,0,1,4,2,2,1,2,1,1,1,3,0,,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,,,0,0,6,7,5,2,1,2,1,5,1,31,11,,0
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),114,,,,,,,3,5,,18,18,28,42,67,18,32,33,40,58,76,78,18,81
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),36,,,,,,,0,8,,5,6,9,16,16,6,9,4,12,13,11,17,34,63
Dom. y Fest.,Ida,[36] La Perla,9,,,,,,,1,,,0,2,3,3,5,3,3,2,6,5,3,5,4,23
Dom. y Fest.,Ida,[239] Zumalakarregi 10(L25-33-35-40),2,,,,,,,,,1,,2,1,2,5,3,2,1,2,3,5,1,,7
Dom. y Fest.,Ida,[240] Antig Anbul (L25-27-33-35-40),1,,,,,,,,,0,0,1,1,2,2,0,0,1,1,2,0,2,,2
Dom. y Fest.,Ida,[241] Magisterio  (L25-27-33-35-40),0,,,,,,,,,0,,,0,1,0,,0,,,,1,1,0,
Dom. y Fest.,Ida,[277] Unibertsitatea Tol.70 I,,,,,,,,,,,0,0,,0,1,,1,,0,1,0,1,,
Dom. y Fest.,Ida,[278] Tolosa 112,,,,,,,,,,,0,,,,,,,0,0,1,0,,,0
Dom. y Fest.,Ida,[50] Tolosa 138,,,,,,,,,,,,,0,,,0,0,0,,,,0,0,
Dom. y Fest.,Ida,[279] Infierno,,,,,,,,,,,,,,,,,0,,,,,,,
Dom. y Fest.,Ida,[353] A–orga Txiki I,,,,,,,,,,,,,,,,,,,0,,,,,0
Dom. y Fest.,Ida,[354] A–orga I,,,,,,,,,,,,,0,,,,,,,,,,,
Dom. y Fest.,Ida,[355] Cincuentenario I,,,,,,,,,,,,,,,,,,0,,,,,,
Dom. y Fest.,Ida,[356] Errekalde Topo,,,,,,,,,,,,,,,,,,0,0,,,,,
Dom. y Fest.,Ida,[358] Irubide ,,,,,,,,,,,0,,,,,,,,2,0,,0,,
Dom. y Fest.,Ida,[359] Belartza 2,,,,,,,,,,,0,,,,,,,,,,,,,
Dom. y Fest.,Ida,[360] Rotonda Belartza,,,,,,,,,,0,1,2,1,1,,0,1,3,2,,0,0,,
Dom. y Fest.,Ida,[361] Belartza,,,,,,,,,,,0,,,,,,,,,,,,,
Dom. y Fest.,Vuelta,[287] Errekalde II,0,,,,,,,,,,0,7,15,8,3,7,16,15,64,64,2,8,6,1
Dom. y Fest.,Vuelta,[362] Errekalde,,,,,,,,,,1,2,6,1,1,0,1,2,6,3,2,1,1,2,1
Dom. y Fest.,Vuelta,[363] Cincuentenario II,0,,,,,,,,,,,,,,,,,,,,,,,
Dom. y Fest.,Vuelta,[364] A–orga Txiki,,,,,,,,,,5,5,12,9,5,2,2,3,11,14,8,5,7,5,2
Dom. y Fest.,Vuelta,[365] A–orga Txiki II,0,,,,,,,,,,,1,,,0,,,1,0,,,,,0
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),1,,,,,,,,,5,6,9,7,4,2,3,7,3,5,7,1,3,2,3
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),1,6,,,,,,,,3,6,14,6,10,4,5,7,11,10,10,9,4,7,2
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),1,2,,,,,,,,4,5,9,5,4,3,5,2,7,5,10,12,7,4,4
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),4,1,,,,,,,,8,4,14,9,8,8,3,7,12,8,14,23,9,10,15
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),2,3,,,,,,,,6,9,13,5,7,3,4,12,7,9,17,11,4,3,8
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),1,0,,,,,,,,4,4,4,5,4,3,2,5,6,13,20,7,4,2,4
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),7,1,,,,,,,,3,3,13,6,13,13,5,7,9,14,16,5,8,6,6
Dom. y Fest.,Vuelta,[39] San Martin 57,0,,,,,,,,,0,,0,0,2,1,1,9,1,0,,,7,1,
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,,0,1,0,2,2,,0,0,0,2,1,,,
Dom. y Fest.,Vuelta,[37] Okendo 5,2,,,,,,,,,0,0,0,3,1,1,0,1,,1,1,9,0,,
